,,,Range,,
78,,,,,
86,,,,,
83,,,,,
76,,,,,
83,,,,,
83,,,,,
84,,,,,
94,,,,,
80,,,,,
78,,,,,
84,,,,,
83,,,,,
81,,,,,
77,,,,,
93,,,,,
78,,,,,
84,,,,,
83,,,,,
83,,,,,
85,,,,,
84,,,,,
82,,,,,
90,,,,,
85,,,,,
83,,,,,
13,,,,,
87,,,,,
20,,,,,
93,,,,,
99,,,,,
97,,,,,
85,,,,,
90,,,,,
89,,,,,
15,,,,,
15,,,,,
91,,,,,
87,,,,,
90,,,,,
88,,,,,
92,,,,,
1,,,,,
80,,,,,
86,,,,,
79,,,,,
5,,,,,
20,,,,,
80,,,,,
78,,,,,
0,,,,,
85,,,,,
13,,,,,
32,,,,,
33,,,,,
96,,,,,
34,,,,,
5,,,,,
53,,,,,
76,,,,,
22,,,,,
33,,,,,
90,,,,,
80,,,,,
14,,,,,
41,,,,,
0,,,,,
85,,,,,
94,,,,,
91,,,,,
99,,,,,
99,,,,,
8,,,,,
61,,,,,
44,,,,,
54,,,,,
33,,,,,
96,,,,,
83,,,,,
81,,,,,
41,,,,,
5,,,,,
95,,,,,
64,,,,,
23,,,,,
63,,,,,
96,,,,,
25,,,,,
70,,,,,
0,,,,,
95,,,,,
31,,,,,
54,,,,,
38,,,,,
77,,,,,
78,,,,,
79,,,,,
82,,,,,
76,,,,,
77,,,,,
84,,,,,
86,,,,,
89,,,,,
77,,,,,
89,,,,,
79,,,,,
83,,,,,
93,,,,,
81,,,,,
86,,,,,
78,,,,,
93,,,,,
85,,,,,
86,,,,,
79,,,,,
87,,,,,
84,,,,,
82,,,,,
76,,,,,
79,,,,,
81,,,,,
79,,,,,
89,,,,,
91,,,,,
94,,,,,
11,,,,,
4,,,,,
9,,,,,
76,,,,,
12,,,,,
90,,,,,
89,,,,,
80,,,,,
86,,,,,
96,,,,,
84,,,,,
27,,,,,
27,,,,,
99,,,,,
84,,,,,
17,,,,,
23,,,,,
9,,,,,
1,,,,,
10,,,,,
36,,,,,
15,,,,,
93,,,,,
7,,,,,
79,,,,,
82,,,,,
20,,,,,
81,,,,,
12,,,,,
5,,,,,
95,,,,,
20,,,,,
91,,,,,
28,,,,,
95,,,,,
30,,,,,
99,,,,,
81,,,,,
45,,,,,
85,,,,,
79,,,,,
63,,,,,
37,,,,,
52,,,,,
0,,,,,
2,,,,,
91,,,,,
54,,,,,
91,,,,,
1,,,,,
86,,,,,
34,,,,,
80,,,,,
91,,,,,
2,,,,,
34,,,,,
10,,,,,
94,,,,,
92,,,,,
1,,,,,
12,,,,,
96,,,,,
87,,,,,
76,,,,,
31,,,,,
78,,,,,
93,,,,,
90,,,,,
77,,,,,
79,,,,,
79,,,,,
80,,,,,
76,,,,,
79,,,,,
84,,,,,
81,,,,,
88,,,,,
84,,,,,
80,,,,,
79,,,,,
79,,,,,
85,,,,,
76,,,,,
82,,,,,
78,,,,,
86,,,,,
7,,,,,
86,,,,,
85,,,,,
92,,,,,
98,,,,,
83,,,,,
91,,,,,
77,,,,,
83,,,,,
88,,,,,
99,,,,,
76,,,,,
88,,,,,
83,,,,,
2,,,,,
99,,,,,
76,,,,,
94,,,,,
78,,,,,
84,,,,,
85,,,,,
80,,,,,
78,,,,,
6,,,,,
80,,,,,
89,,,,,
1,,,,,
4,,,,,
19,,,,,
94,,,,,
94,,,,,
96,,,,,
86,,,,,
80,,,,,
99,,,,,
10,,,,,
92,,,,,
9,,,,,
11,,,,,
29,,,,,
84,,,,,
96,,,,,
46,,,,,
86,,,,,
88,,,,,
93,,,,,
85,,,,,
18,,,,,
9,,,,,
0,,,,,
93,,,,,
20,,,,,
98,,,,,
86,,,,,
87,,,,,
26,,,,,
99,,,,,
45,,,,,
21,,,,,
6,,,,,
34,,,,,
38,,,,,
2,,,,,
5,,,,,
55,,,,,
46,,,,,
11,,,,,
96,,,,,
72,,,,,
87,,,,,
7,,,,,
36,,,,,
6,,,,,
78,,,,,
98,,,,,
38,,,,,
16,,,,,
80,,,,,
94,,,,,
99,,,,,
80,,,,,
77,,,,,
78,,,,,
79,,,,,
80,,,,,
79,,,,,
77,,,,,
78,,,,,
79,,,,,
84,,,,,
81,,,,,
77,,,,,
87,,,,,
86,,,,,
84,,,,,
76,,,,,
90,,,,,
78,,,,,
91,,,,,
88,,,,,
79,,,,,
87,,,,,
78,,,,,
94,,,,,
2,,,,,
89,,,,,
84,,,,,
88,,,,,
93,,,,,
87,,,,,
78,,,,,
79,,,,,
15,,,,,
0,,,,,
84,,,,,
83,,,,,
81,,,,,
90,,,,,
79,,,,,
87,,,,,
76,,,,,
89,,,,,
18,,,,,
39,,,,,
14,,,,,
19,,,,,
2,,,,,
97,,,,,
7,,,,,
87,,,,,
88,,,,,
6,,,,,
84,,,,,
6,,,,,
1,,,,,
92,,,,,
3,,,,,
10,,,,,
92,,,,,
14,,,,,
78,,,,,
89,,,,,
20,,,,,
83,,,,,
33,,,,,
12,,,,,
25,,,,,
64,,,,,
91,,,,,
48,,,,,
89,,,,,
5,,,,,
19,,,,,
87,,,,,
19,,,,,
4,,,,,
4,,,,,
48,,,,,
97,,,,,
29,,,,,
79,,,,,
13,,,,,
14,,,,,
17,,,,,
87,,,,,
5,,,,,
62,,,,,
15,,,,,
53,,,,,
6,,,,,
44,,,,,
83,,,,,
97,,,,,
81,,,,,
6,,,,,
12,,,,,
45,,,,,
17,,,,,
1,,,,,
80,,,,,
77,,,,,
79,,,,,
80,,,,,
81,,,,,
76,,,,,
79,,,,,
78,,,,,
82,,,,,
82,,,,,
80,,,,,
79,,,,,
85,,,,,
88,,,,,
86,,,,,
76,,,,,
84,,,,,
78,,,,,
96,,,,,
80,,,,,
83,,,,,
87,,,,,
88,,,,,
81,,,,,
87,,,,,
16,,,,,
2,,,,,
97,,,,,
93,,,,,
90,,,,,
95,,,,,
86,,,,,
97,,,,,
83,,,,,
90,,,,,
0,,,,,
89,,,,,
88,,,,,
84,,,,,
82,,,,,
89,,,,,
0,,,,,
4,,,,,
6,,,,,
80,,,,,
87,,,,,
92,,,,,
94,,,,,
93,,,,,
83,,,,,
3,,,,,
14,,,,,
79,,,,,
89,,,,,
80,,,,,
92,,,,,
93,,,,,
78,,,,,
25,,,,,
88,,,,,
96,,,,,
89,,,,,
26,,,,,
83,,,,,
9,,,,,
45,,,,,
2,,,,,
17,,,,,
83,,,,,
12,,,,,
30,,,,,
11,,,,,
78,,,,,
32,,,,,
38,,,,,
80,,,,,
45,,,,,
63,,,,,
90,,,,,
0,,,,,
82,,,,,
80,,,,,
17,,,,,
83,,,,,
6,,,,,
89,,,,,
89,,,,,
87,,,,,
58,,,,,
95,,,,,
14,,,,,
99,,,,,
0,,,,,
4,,,,,
46,,,,,
18,,,,,
3,,,,,
51,,,,,
82,,,,,
90,,,,,
77,,,,,
78,,,,,
79,,,,,
80,,,,,
76,,,,,
77,,,,,
83,,,,,
80,,,,,
84,,,,,
78,,,,,
79,,,,,
82,,,,,
79,,,,,
84,,,,,
77,,,,,
80,,,,,
84,,,,,
79,,,,,
94,,,,,
84,,,,,
83,,,,,
89,,,,,
87,,,,,
83,,,,,
94,,,,,
83,,,,,
0,,,,,
85,,,,,
7,,,,,
81,,,,,
78,,,,,
83,,,,,
24,,,,,
21,,,,,
81,,,,,
84,,,,,
84,,,,,
95,,,,,
24,,,,,
6,,,,,
95,,,,,
84,,,,,
79,,,,,
7,,,,,
84,,,,,
32,,,,,
98,,,,,
80,,,,,
87,,,,,
19,,,,,
96,,,,,
92,,,,,
94,,,,,
96,,,,,
87,,,,,
87,,,,,
36,,,,,
84,,,,,
22,,,,,
0,,,,,
98,,,,,
82,,,,,
5,,,,,
91,,,,,
6,,,,,
81,,,,,
91,,,,,
2,,,,,
9,,,,,
1,,,,,
86,,,,,
92,,,,,
96,,,,,
0,,,,,
78,,,,,
43,,,,,
32,,,,,
9,,,,,
89,,,,,
32,,,,,
4,,,,,
26,,,,,
6,,,,,
9,,,,,
83,,,,,
35,,,,,
62,,,,,
3,,,,,
30,,,,,
11,,,,,
25,,,,,
81,,,,,
39,,,,,
50,,,,,
76,,,,,
89,,,,,
23,,,,,
35,,,,,
97,,,,,
77,,,,,
78,,,,,
80,,,,,
83,,,,,
77,,,,,
80,,,,,
78,,,,,
82,,,,,
80,,,,,
86,,,,,
86,,,,,
79,,,,,
79,,,,,
82,,,,,
76,,,,,
83,,,,,
85,,,,,
83,,,,,
92,,,,,
87,,,,,
97,,,,,
85,,,,,
80,,,,,
85,,,,,
86,,,,,
84,,,,,
82,,,,,
87,,,,,
91,,,,,
81,,,,,
81,,,,,
91,,,,,
88,,,,,
86,,,,,
80,,,,,
78,,,,,
79,,,,,
81,,,,,
80,,,,,
76,,,,,
78,,,,,
83,,,,,
92,,,,,
7,,,,,
92,,,,,
97,,,,,
85,,,,,
91,,,,,
8,,,,,
81,,,,,
23,,,,,
28,,,,,
90,,,,,
88,,,,,
94,,,,,
85,,,,,
85,,,,,
30,,,,,
1,,,,,
47,,,,,
81,,,,,
78,,,,,
46,,,,,
42,,,,,
36,,,,,
83,,,,,
85,,,,,
0,,,,,
97,,,,,
90,,,,,
87,,,,,
24,,,,,
81,,,,,
24,,,,,
76,,,,,
84,,,,,
24,,,,,
32,,,,,
24,,,,,
1,,,,,
64,,,,,
35,,,,,
26,,,,,
12,,,,,
74,,,,,
88,,,,,
16,,,,,
97,,,,,
54,,,,,
11,,,,,
80,,,,,
83,,,,,
48,,,,,
80,,,,,
36,,,,,
20,,,,,
9,,,,,
19,,,,,
95,,,,,
77,,,,,
78,,,,,
79,,,,,
80,,,,,
76,,,,,
79,,,,,
79,,,,,
81,,,,,
80,,,,,
84,,,,,
78,,,,,
80,,,,,
89,,,,,
83,,,,,
83,,,,,
79,,,,,
94,,,,,
83,,,,,
86,,,,,
76,,,,,
83,,,,,
81,,,,,
89,,,,,
85,,,,,
78,,,,,
0,,,,,
93,,,,,
82,,,,,
87,,,,,
88,,,,,
95,,,,,
78,,,,,
87,,,,,
81,,,,,
83,,,,,
79,,,,,
81,,,,,
79,,,,,
32,,,,,
12,,,,,
84,,,,,
1,,,,,
81,,,,,
98,,,,,
95,,,,,
95,,,,,
86,,,,,
80,,,,,
28,,,,,
90,,,,,
85,,,,,
78,,,,,
20,,,,,
82,,,,,
10,,,,,
35,,,,,
4,,,,,
84,,,,,
8,,,,,
77,,,,,
21,,,,,
15,,,,,
29,,,,,
97,,,,,
85,,,,,
11,,,,,
32,,,,,
9,,,,,
86,,,,,
81,,,,,
91,,,,,
39,,,,,
89,,,,,
33,,,,,
18,,,,,
60,,,,,
40,,,,,
17,,,,,
82,,,,,
87,,,,,
92,,,,,
78,,,,,
92,,,,,
2,,,,,
6,,,,,
41,,,,,
81,,,,,
3,,,,,
18,,,,,
78,,,,,
82,,,,,
37,,,,,
17,,,,,
84,,,,,
3,,,,,
88,,,,,
58,,,,,
22,,,,,
13,,,,,
77,,,,,
78,,,,,
79,,,,,
80,,,,,
77,,,,,
77,,,,,
80,,,,,
87,,,,,
83,,,,,
77,,,,,
82,,,,,
82,,,,,
81,,,,,
81,,,,,
76,,,,,
77,,,,,
80,,,,,
1,,,,,
87,,,,,
79,,,,,
78,,,,,
78,,,,,
91,,,,,
97,,,,,
82,,,,,
91,,,,,
90,,,,,
80,,,,,
99,,,,,
21,,,,,
88,,,,,
85,,,,,
91,,,,,
83,,,,,
98,,,,,
80,,,,,
98,,,,,
95,,,,,
86,,,,,
91,,,,,
28,,,,,
88,,,,,
0,,,,,
90,,,,,
80,,,,,
77,,,,,
10,,,,,
80,,,,,
13,,,,,
14,,,,,
6,,,,,
98,,,,,
12,,,,,
4,,,,,
94,,,,,
84,,,,,
2,,,,,
92,,,,,
32,,,,,
87,,,,,
85,,,,,
7,,,,,
93,,,,,
92,,,,,
11,,,,,
92,,,,,
0,,,,,
43,,,,,
22,,,,,
76,,,,,
2,,,,,
80,,,,,
79,,,,,
1,,,,,
19,,,,,
20,,,,,
89,,,,,
88,,,,,
7,,,,,
93,,,,,
92,,,,,
48,,,,,
94,,,,,
63,,,,,
59,,,,,
90,,,,,
16,,,,,
18,,,,,
80,,,,,
76,,,,,
85,,,,,
83,,,,,
85,,,,,
24,,,,,
62,,,,,
10,,,,,
0,,,,,
95,,,,,
88,,,,,
77,,,,,
78,,,,,
79,,,,,
80,,,,,
78,,,,,
80,,,,,
78,,,,,
79,,,,,
80,,,,,
82,,,,,
81,,,,,
78,,,,,
79,,,,,
81,,,,,
86,,,,,
77,,,,,
91,,,,,
84,,,,,
96,,,,,
76,,,,,
78,,,,,
83,,,,,
83,,,,,
80,,,,,
88,,,,,
81,,,,,
90,,,,,
84,,,,,
98,,,,,
0,,,,,
86,,,,,
90,,,,,
92,,,,,
91,,,,,
15,,,,,
7,,,,,
95,,,,,
99,,,,,
98,,,,,
93,,,,,
77,,,,,
84,,,,,
8,,,,,
96,,,,,
92,,,,,
24,,,,,
9,,,,,
97,,,,,
91,,,,,
83,,,,,
93,,,,,
24,,,,,
79,,,,,
31,,,,,
92,,,,,
14,,,,,
85,,,,,
6,,,,,
95,,,,,
76,,,,,
3,,,,,
87,,,,,
2,,,,,
80,,,,,
0,,,,,
99,,,,,
95,,,,,
33,,,,,
20,,,,,
77,,,,,
81,,,,,
83,,,,,
91,,,,,
89,,,,,
82,,,,,
13,,,,,
2,,,,,
79,,,,,
93,,,,,
78,,,,,
30,,,,,
9,,,,,
34,,,,,
14,,,,,
50,,,,,
48,,,,,
4,,,,,
42,,,,,
10,,,,,
37,,,,,
61,,,,,
89,,,,,
49,,,,,
6,,,,,
80,,,,,
3,,,,,
9,,,,,
61,,,,,
7,,,,,
77,,,,,
78,,,,,
80,,,,,
80,,,,,
76,,,,,
79,,,,,
80,,,,,
84,,,,,
82,,,,,
80,,,,,
79,,,,,
79,,,,,
81,,,,,
89,,,,,
84,,,,,
77,,,,,
82,,,,,
84,,,,,
92,,,,,
82,,,,,
85,,,,,
80,,,,,
80,,,,,
95,,,,,
78,,,,,
94,,,,,
78,,,,,
84,,,,,
88,,,,,
76,,,,,
92,,,,,
80,,,,,
86,,,,,
84,,,,,
94,,,,,
17,,,,,
81,,,,,
85,,,,,
4,,,,,
4,,,,,
6,,,,,
97,,,,,
20,,,,,
80,,,,,
84,,,,,
3,,,,,
4,,,,,
23,,,,,
18,,,,,
88,,,,,
83,,,,,
82,,,,,
6,,,,,
83,,,,,
90,,,,,
77,,,,,
79,,,,,
96,,,,,
1,,,,,
26,,,,,
87,,,,,
86,,,,,
4,,,,,
12,,,,,
83,,,,,
94,,,,,
31,,,,,
33,,,,,
90,,,,,
97,,,,,
94,,,,,
5,,,,,
19,,,,,
1,,,,,
55,,,,,
25,,,,,
3,,,,,
27,,,,,
2,,,,,
98,,,,,
95,,,,,
85,,,,,
91,,,,,
88,,,,,
16,,,,,
87,,,,,
86,,,,,
79,,,,,
45,,,,,
66,,,,,
99,,,,,
21,,,,,
95,,,,,
22,,,,,
85,,,,,
24,,,,,
38,,,,,
89,,,,,
79,,,,,
77,,,,,
78,,,,,
79,,,,,
81,,,,,
76,,,,,
77,,,,,
78,,,,,
88,,,,,
80,,,,,
76,,,,,
90,,,,,
80,,,,,
84,,,,,
80,,,,,
77,,,,,
78,,,,,
87,,,,,
79,,,,,
90,,,,,
76,,,,,
95,,,,,
78,,,,,
91,,,,,
89,,,,,
90,,,,,
88,,,,,
79,,,,,
81,,,,,
82,,,,,
89,,,,,
86,,,,,
84,,,,,
90,,,,,
92,,,,,
94,,,,,
77,,,,,
95,,,,,
0,,,,,
22,,,,,
5,,,,,
77,,,,,
11,,,,,
88,,,,,
86,,,,,
82,,,,,
0,,,,,
84,,,,,
6,,,,,
34,,,,,
97,,,,,
96,,,,,
5,,,,,
82,,,,,
97,,,,,
82,,,,,
94,,,,,
17,,,,,
31,,,,,
42,,,,,
77,,,,,
99,,,,,
82,,,,,
16,,,,,
92,,,,,
83,,,,,
19,,,,,
52,,,,,
69,,,,,
20,,,,,
16,,,,,
27,,,,,
94,,,,,
19,,,,,
12,,,,,
93,,,,,
43,,,,,
15,,,,,
22,,,,,
88,,,,,
10,,,,,
94,,,,,
32,,,,,
79,,,,,
64,,,,,
5,,,,,
22,,,,,
96,,,,,
61,,,,,
96,,,,,
85,,,,,
13,,,,,
96,,,,,
12,,,,,
57,,,,,
87,,,,,
11,,,,,
81,,,,,
99,,,,,
83,,,,,
77,,,,,
78,,,,,
79,,,,,
81,,,,,
76,,,,,
80,,,,,
78,,,,,
79,,,,,
85,,,,,
76,,,,,
77,,,,,
92,,,,,
79,,,,,
84,,,,,
76,,,,,
81,,,,,
78,,,,,
93,,,,,
1,,,,,
80,,,,,
88,,,,,
94,,,,,
1,,,,,
81,,,,,
93,,,,,
81,,,,,
83,,,,,
96,,,,,
14,,,,,
80,,,,,
84,,,,,
80,,,,,
87,,,,,
80,,,,,
98,,,,,
99,,,,,
85,,,,,
98,,,,,
83,,,,,
78,,,,,
0,,,,,
79,,,,,
83,,,,,
93,,,,,
13,,,,,
2,,,,,
19,,,,,
28,,,,,
90,,,,,
79,,,,,
83,,,,,
82,,,,,
4,,,,,
17,,,,,
90,,,,,
27,,,,,
8,,,,,
34,,,,,
7,,,,,
83,,,,,
90,,,,,
82,,,,,
42,,,,,
44,,,,,
79,,,,,
32,,,,,
54,,,,,
11,,,,,
33,,,,,
85,,,,,
7,,,,,
78,,,,,
23,,,,,
64,,,,,
90,,,,,
33,,,,,
85,,,,,
93,,,,,
87,,,,,
25,,,,,
93,,,,,
6,,,,,
37,,,,,
5,,,,,
82,,,,,
14,,,,,
81,,,,,
32,,,,,
40,,,,,
66,,,,,
24,,,,,
89,,,,,
79,,,,,
6,,,,,
83,,,,,
85,,,,,
8,,,,,
78,,,,,
63,,,,,
77,,,,,
78,,,,,
81,,,,,
80,,,,,
76,,,,,
77,,,,,
78,,,,,
83,,,,,
80,,,,,
84,,,,,
77,,,,,
83,,,,,
88,,,,,
81,,,,,
78,,,,,
86,,,,,
78,,,,,
79,,,,,
97,,,,,
88,,,,,
81,,,,,
82,,,,,
80,,,,,
1,,,,,
85,,,,,
81,,,,,
78,,,,,
82,,,,,
99,,,,,
82,,,,,
84,,,,,
96,,,,,
82,,,,,
98,,,,,
3,,,,,
19,,,,,
98,,,,,
8,,,,,
3,,,,,
88,,,,,
94,,,,,
84,,,,,
89,,,,,
92,,,,,
82,,,,,
77,,,,,
21,,,,,
18,,,,,
80,,,,,
86,,,,,
77,,,,,
80,,,,,
0,,,,,
63,,,,,
95,,,,,
84,,,,,
99,,,,,
92,,,,,
4,,,,,
84,,,,,
35,,,,,
1,,,,,
87,,,,,
6,,,,,
24,,,,,
88,,,,,
82,,,,,
93,,,,,
29,,,,,
3,,,,,
15,,,,,
15,,,,,
8,,,,,
72,,,,,
3,,,,,
3,,,,,
1,,,,,
28,,,,,
11,,,,,
81,,,,,
16,,,,,
94,,,,,
94,,,,,
99,,,,,
2,,,,,
10,,,,,
99,,,,,
88,,,,,
48,,,,,
50,,,,,
84,,,,,
51,,,,,
12,,,,,
4,,,,,
97,,,,,
21,,,,,
87,,,,,
84,,,,,
16,,,,,
77,,,,,
78,,,,,
79,,,,,
80,,,,,
76,,,,,
77,,,,,
81,,,,,
86,,,,,
80,,,,,
76,,,,,
82,,,,,
85,,,,,
80,,,,,
81,,,,,
78,,,,,
86,,,,,
78,,,,,
80,,,,,
86,,,,,
80,,,,,
88,,,,,
88,,,,,
87,,,,,
81,,,,,
81,,,,,
81,,,,,
78,,,,,
0,,,,,
89,,,,,
84,,,,,
82,,,,,
87,,,,,
92,,,,,
89,,,,,
2,,,,,
79,,,,,
92,,,,,
79,,,,,
89,,,,,
97,,,,,
4,,,,,
94,,,,,
3,,,,,
85,,,,,
76,,,,,
2,,,,,
7,,,,,
93,,,,,
3,,,,,
79,,,,,
7,,,,,
17,,,,,
34,,,,,
82,,,,,
77,,,,,
98,,,,,
99,,,,,
81,,,,,
80,,,,,
98,,,,,
4,,,,,
81,,,,,
27,,,,,
19,,,,,
82,,,,,
89,,,,,
48,,,,,
14,,,,,
82,,,,,
78,,,,,
83,,,,,
86,,,,,
95,,,,,
3,,,,,
2,,,,,
95,,,,,
80,,,,,
87,,,,,
2,,,,,
23,,,,,
79,,,,,
92,,,,,
71,,,,,
71,,,,,
1,,,,,
86,,,,,
15,,,,,
21,,,,,
34,,,,,
37,,,,,
63,,,,,
96,,,,,
79,,,,,
80,,,,,
24,,,,,
40,,,,,
26,,,,,
84,,,,,
53,,,,,
77,,,,,
78,,,,,
79,,,,,
80,,,,,
76,,,,,
77,,,,,
81,,,,,
80,,,,,
85,,,,,
81,,,,,
86,,,,,
80,,,,,
95,,,,,
86,,,,,
86,,,,,
77,,,,,
78,,,,,
81,,,,,
90,,,,,
84,,,,,
85,,,,,
86,,,,,
80,,,,,
91,,,,,
95,,,,,
92,,,,,
79,,,,,
85,,,,,
90,,,,,
79,,,,,
81,,,,,
82,,,,,
88,,,,,
15,,,,,
32,,,,,
77,,,,,
93,,,,,
5,,,,,
95,,,,,
86,,,,,
77,,,,,
1,,,,,
80,,,,,
3,,,,,
9,,,,,
89,,,,,
31,,,,,
99,,,,,
86,,,,,
21,,,,,
89,,,,,
20,,,,,
34,,,,,
97,,,,,
1,,,,,
7,,,,,
18,,,,,
83,,,,,
4,,,,,
12,,,,,
90,,,,,
78,,,,,
85,,,,,
40,,,,,
77,,,,,
82,,,,,
7,,,,,
17,,,,,
82,,,,,
7,,,,,
78,,,,,
12,,,,,
96,,,,,
17,,,,,
95,,,,,
92,,,,,
80,,,,,
91,,,,,
18,,,,,
4,,,,,
10,,,,,
32,,,,,
12,,,,,
2,,,,,
6,,,,,
93,,,,,
89,,,,,
26,,,,,
3,,,,,
80,,,,,
7,,,,,
96,,,,,
29,,,,,
41,,,,,
63,,,,,
21,,,,,
95,,,,,
0,,,,,
3,,,,,
77,,,,,
78,,,,,
79,,,,,
81,,,,,
79,,,,,
77,,,,,
80,,,,,
83,,,,,
91,,,,,
76,,,,,
78,,,,,
82,,,,,
82,,,,,
81,,,,,
76,,,,,
84,,,,,
90,,,,,
0,,,,,
80,,,,,
80,,,,,
80,,,,,
83,,,,,
91,,,,,
4,,,,,
80,,,,,
98,,,,,
78,,,,,
85,,,,,
89,,,,,
97,,,,,
99,,,,,
87,,,,,
82,,,,,
89,,,,,
10,,,,,
86,,,,,
88,,,,,
87,,,,,
5,,,,,
95,,,,,
78,,,,,
6,,,,,
16,,,,,
82,,,,,
88,,,,,
6,,,,,
96,,,,,
7,,,,,
0,,,,,
9,,,,,
5,,,,,
89,,,,,
25,,,,,
82,,,,,
88,,,,,
90,,,,,
18,,,,,
11,,,,,
82,,,,,
79,,,,,
17,,,,,
78,,,,,
40,,,,,
82,,,,,
92,,,,,
12,,,,,
78,,,,,
31,,,,,
99,,,,,
88,,,,,
80,,,,,
28,,,,,
9,,,,,
95,,,,,
96,,,,,
77,,,,,
10,,,,,
14,,,,,
23,,,,,
90,,,,,
78,,,,,
20,,,,,
21,,,,,
85,,,,,
87,,,,,
56,,,,,
79,,,,,
10,,,,,
91,,,,,
80,,,,,
50,,,,,
80,,,,,
84,,,,,
38,,,,,
83,,,,,
81,,,,,
9,,,,,
37,,,,,
3,,,,,
77,,,,,
78,,,,,
79,,,,,
82,,,,,
76,,,,,
77,,,,,
80,,,,,
81,,,,,
87,,,,,
76,,,,,
77,,,,,
85,,,,,
84,,,,,
80,,,,,
89,,,,,
77,,,,,
89,,,,,
1,,,,,
94,,,,,
91,,,,,
77,,,,,
78,,,,,
92,,,,,
11,,,,,
77,,,,,
96,,,,,
87,,,,,
89,,,,,
9,,,,,
80,,,,,
96,,,,,
89,,,,,
88,,,,,
87,,,,,
90,,,,,
85,,,,,
5,,,,,
96,,,,,
81,,,,,
93,,,,,
93,,,,,
22,,,,,
3,,,,,
6,,,,,
80,,,,,
84,,,,,
98,,,,,
87,,,,,
24,,,,,
99,,,,,
18,,,,,
4,,,,,
83,,,,,
82,,,,,
6,,,,,
62,,,,,
23,,,,,
0,,,,,
29,,,,,
99,,,,,
40,,,,,
18,,,,,
90,,,,,
5,,,,,
13,,,,,
80,,,,,
98,,,,,
92,,,,,
81,,,,,
89,,,,,
0,,,,,
30,,,,,
86,,,,,
23,,,,,
91,,,,,
57,,,,,
16,,,,,
54,,,,,
84,,,,,
9,,,,,
15,,,,,
9,,,,,
19,,,,,
3,,,,,
76,,,,,
9,,,,,
34,,,,,
0,,,,,
55,,,,,
20,,,,,
41,,,,,
37,,,,,
93,,,,,
86,,,,,
85,,,,,
20,,,,,
78,,,,,
92,,,,,
31,,,,,
77,,,,,
78,,,,,
79,,,,,
80,,,,,
78,,,,,
78,,,,,
81,,,,,
79,,,,,
82,,,,,
76,,,,,
77,,,,,
82,,,,,
92,,,,,
89,,,,,
80,,,,,
86,,,,,
85,,,,,
81,,,,,
93,,,,,
77,,,,,
96,,,,,
82,,,,,
88,,,,,
86,,,,,
4,,,,,
84,,,,,
78,,,,,
84,,,,,
82,,,,,
80,,,,,
6,,,,,
88,,,,,
80,,,,,
80,,,,,
90,,,,,
0,,,,,
92,,,,,
84,,,,,
84,,,,,
90,,,,,
0,,,,,
1,,,,,
99,,,,,
88,,,,,
4,,,,,
79,,,,,
95,,,,,
15,,,,,
87,,,,,
82,,,,,
90,,,,,
86,,,,,
91,,,,,
89,,,,,
9,,,,,
91,,,,,
99,,,,,
79,,,,,
80,,,,,
84,,,,,
87,,,,,
26,,,,,
93,,,,,
30,,,,,
88,,,,,
97,,,,,
36,,,,,
79,,,,,
80,,,,,
85,,,,,
1,,,,,
36,,,,,
7,,,,,
3,,,,,
88,,,,,
77,,,,,
19,,,,,
80,,,,,
4,,,,,
93,,,,,
87,,,,,
19,,,,,
27,,,,,
91,,,,,
82,,,,,
4,,,,,
66,,,,,
39,,,,,
19,,,,,
16,,,,,
51,,,,,
27,,,,,
98,,,,,
40,,,,,
9,,,,,
64,,,,,
47,,,,,
21,,,,,
42,,,,,
77,,,,,
78,,,,,
79,,,,,
80,,,,,
78,,,,,
77,,,,,
78,,,,,
79,,,,,
82,,,,,
83,,,,,
77,,,,,
89,,,,,
84,,,,,
91,,,,,
76,,,,,
87,,,,,
80,,,,,
80,,,,,
98,,,,,
78,,,,,
88,,,,,
85,,,,,
92,,,,,
2,,,,,
78,,,,,
84,,,,,
96,,,,,
8,,,,,
87,,,,,
88,,,,,
80,,,,,
90,,,,,
79,,,,,
81,,,,,
87,,,,,
82,,,,,
85,,,,,
79,,,,,
84,,,,,
78,,,,,
91,,,,,
83,,,,,
86,,,,,
82,,,,,
77,,,,,
78,,,,,
17,,,,,
86,,,,,
3,,,,,
13,,,,,
78,,,,,
95,,,,,
17,,,,,
94,,,,,
21,,,,,
94,,,,,
86,,,,,
12,,,,,
80,,,,,
84,,,,,
23,,,,,
74,,,,,
35,,,,,
12,,,,,
25,,,,,
80,,,,,
8,,,,,
95,,,,,
93,,,,,
97,,,,,
26,,,,,
98,,,,,
79,,,,,
89,,,,,
92,,,,,
4,,,,,
18,,,,,
84,,,,,
34,,,,,
91,,,,,
4,,,,,
24,,,,,
37,,,,,
35,,,,,
80,,,,,
31,,,,,
1,,,,,
73,,,,,
52,,,,,
14,,,,,
2,,,,,
80,,,,,
98,,,,,
19,,,,,
98,,,,,
80,,,,,
56,,,,,
9,,,,,
22,,,,,
77,,,,,
78,,,,,
79,,,,,
83,,,,,
79,,,,,
78,,,,,
79,,,,,
81,,,,,
80,,,,,
81,,,,,
87,,,,,
81,,,,,
84,,,,,
86,,,,,
88,,,,,
78,,,,,
82,,,,,
89,,,,,
89,,,,,
81,,,,,
86,,,,,
93,,,,,
84,,,,,
97,,,,,
